,ISBN,bookAuthor,category,yearOfPublication,publisher,bookTitle,imageUrlS,imageUrlM,imageUrlL
332,380796090,Marian Keyes,popularization of science,1999,Avon,Watermelon,http://images.amazon.com/images/P/0380796090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380796090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380796090.01.LZZZZZZZ.jpg
333,446604666,Carl Hiaasen,popularization of science,2001,Warner Vision,Sick Puppy,http://images.amazon.com/images/P/0446604666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg
334,553579754,DEAN KOONTZ,popularization of science,1998,Bantam,Fear Nothing,http://images.amazon.com/images/P/0553579754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg
335,449221482,Sue Grafton,popularization of science,1999,Fawcett Books,J Is for Judgment,http://images.amazon.com/images/P/0449221482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg
336,316154067,Michael Connelly,popularization of science,1999,"Little, Brown",Void Moon,http://images.amazon.com/images/P/0316154067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316154067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316154067.01.LZZZZZZZ.jpg
337,553279912,SUE GRAFTON,popularization of science,1987,Bantam,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg
338,345353145,MICHAEL CRICHTON,popularization of science,1988,Ballantine Books,Sphere,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg
339,446516538,Robert James Waller,popularization of science,1993,Warner Books,Slow Waltz in Cedar Bend,http://images.amazon.com/images/P/0446516538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446516538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446516538.01.LZZZZZZZ.jpg
340,440214041,John Grisham,popularization of science,1993,Dell,The Pelican Brief,http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg
341,679446486,Michael Crichton,popularization of science,1996,Alfred A. Knopf,Airframe,http://images.amazon.com/images/P/0679446486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679446486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679446486.01.LZZZZZZZ.jpg
342,140298479,Helen Fielding,popularization of science,2001,Penguin Books,Bridget Jones: The Edge of Reason,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg
343,786889020,Tim Allen,popularization of science,1995,Hyperion,Don't Stand Too Close to a Naked Man,http://images.amazon.com/images/P/0786889020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.LZZZZZZZ.jpg
344,345337662,Anne Rice,novel,1993,Ballantine Books,Interview with the Vampire,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg
345,345351525,Anne Rice,novel,1993,Ballantine Books,The Queen of the Damned (Vampire Chronicles (Paperback)),http://images.amazon.com/images/P/0345351525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg
346,449003787,SUE GRAFTON,novel,2001,Ballantine Books,"\O\"" Is for Outlaw""",http://images.amazon.com/images/P/0449003787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg
347,385265700,Jane Hamilton,novel,1990,Anchor,The Book of Ruth (Oprah's Book Club (Paperback)),http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg
348,1573229326,Nick Hornby,novel,2002,Riverhead Books,How to Be Good,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg
349,385424736,John Grisham,novel,1995,Doubleday Books,The Rainmaker,http://images.amazon.com/images/P/0385424736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424736.01.LZZZZZZZ.jpg
350,671617028,Alice Walker,novel,1985,Pocket Books,The Color Purple,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg
351,440224772,Danielle Steel,novel,1999,Dell Publishing Company,Mirror Image,http://images.amazon.com/images/P/0440224772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224772.01.LZZZZZZZ.jpg
352,739307312,DAN BROWN,novel,2003,Random House Audio,The Da Vinci Code,http://images.amazon.com/images/P/0739307312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739307312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739307312.01.LZZZZZZZ.jpg
353,446605239,Nicholas Sparks,novel,1998,Warner Books,The Notebook,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg
354,553295977,Nora Roberts,novel,1992,Bantam Books,Carnal Innocence,http://images.amazon.com/images/P/0553295977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg
355,440212723,Olive Ann Burns,history,1992,Bantam Doubleday Dell,Cold Sassy Tree,http://images.amazon.com/images/P/0440212723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212723.01.LZZZZZZZ.jpg
356,671004549,Mary Higgins Clark,history,1999,Pocket Books,You Belong To Me,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg
357,802139256,Leif Enger,history,2002,Grove Press,Peace Like a River,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg
358,055356160X,TAMI HOAG,history,1993,Bantam,Cry Wolf,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg
359,515120618,Nora Roberts,history,2000,Jove Books,Montana Sky,http://images.amazon.com/images/P/0515120618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515120618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg
360,515130389,Nora Roberts,history,2001,Jove Books,Carolina Moon,http://images.amazon.com/images/P/0515130389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg
361,515135062,Nora Roberts,history,2004,Jove Books,Three Fates,http://images.amazon.com/images/P/0515135062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg
362,743412028,Catherine Ryan Hyde,history,2000,Pocket,Pay It Forward,http://images.amazon.com/images/P/0743412028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg
363,452269571,Dorothy Allison,history,1993,Plume Books,Bastard Out of Carolina,http://images.amazon.com/images/P/0452269571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452269571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452269571.01.LZZZZZZZ.jpg
364,051513287X,Nora Roberts,history,2002,Jove Books,Face the Fire (Three Sisters Island Trilogy),http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg
365,60392452,Michael Moore,history,2002,Regan Books,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg
366,590353403,J. K. Rowling,history,1998,Scholastic,Harry Potter and the Sorcerer's Stone (Book 1),http://images.amazon.com/images/P/0590353403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.LZZZZZZZ.jpg
367,312263120,Dan Brown,history,2000,St. Martin's Griffin,Digital Fortress : A Thriller,http://images.amazon.com/images/P/0312263120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.LZZZZZZZ.jpg
368,446532231,Michael Moore,history,2003,Warner Books,"Dude, Where's My Country?",http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg
369,449702545,Cynthia Voigt,history,1990,Fawcett Books,Homecoming,http://images.amazon.com/images/P/0449702545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449702545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449702545.01.LZZZZZZZ.jpg
370,312291639,Emma McLaughlin,history,2003,St. Martin's Griffin,The Nanny Diaries: A Novel,http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg
371,425101452,Dean R. Koontz,history,1996,Berkley Publishing Group,Phantoms,http://images.amazon.com/images/P/0425101452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg
372,684874350,Frank McCourt,history,1996,Scribner,ANGELA'S ASHES,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg
373,446611212,James Patterson,history,2002,Warner Vision,Violets Are Blue,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg
374,316168688,Carolyn Parkhurst,history,2003,"Little, Brown",The Dogs of Babel (Today Show Book Club #12),http://images.amazon.com/images/P/0316168688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg
375,425155943,Robin Cook,history,1998,Berkley Publishing Group,Contagion,http://images.amazon.com/images/P/0425155943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg
376,440241537,JOHN GRISHAM,history,2003,Dell,The King of Torts,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg
377,034538475X,Anne Rice,history,1993,Ballantine Books,The Tale of the Body Thief (Vampire Chronicles (Paperback)),http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg
378,425181103,Dean R. Koontz,history,2002,Berkley Publishing Group,Phantoms,http://images.amazon.com/images/P/0425181103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.LZZZZZZZ.jpg
379,380718340,Patricia D. Cornwell,history,1994,Avon,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg
380,451153553,Stephen King,history,1988,New Amer Library,Misery,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg
381,142001805,Jasper Fforde,history,2003,Penguin Books,The Eyre Affair: A Novel,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg
382,425147622,Patricia Daniels Cornwell,history,1995,Berkley Publishing Group,The Body Farm,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg
383,451180410,Greg Iles,history,1998,Signet Book,Mortal Fear,http://images.amazon.com/images/P/0451180410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.LZZZZZZZ.jpg
384,553582763,DEAN KOONTZ,history,2003,Bantam,By the Light of the Moon,http://images.amazon.com/images/P/0553582763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.LZZZZZZZ.jpg
385,425188809,Dean R. Koontz,history,2003,Berkley Publishing Group,Watchers,http://images.amazon.com/images/P/0425188809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.LZZZZZZZ.jpg
386,425092178,Dean R. Koontz,history,1986,Penguin Putnam~mass,Strangers,http://images.amazon.com/images/P/0425092178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425092178.01.LZZZZZZZ.jpg
387,345384369,DEAN KOONTZ,economics,1996,Ballantine Books,Intensity,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg
388,034539657X,Dean R. Koontz,economics,1995,Ballantine Books,Dark Rivers of the Heart,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg
389,425144429,Dean R. Koontz,economics,1996,Berkley Publishing Group,Mr. Murder,http://images.amazon.com/images/P/0425144429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg
390,312305060,Michael Cunningham,economics,2002,Picador,The Hours: A Novel,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg
391,451204948,Terry McMillan,economics,2002,Signet Book,A Day Late and a Dollar Short,http://images.amazon.com/images/P/0451204948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204948.01.LZZZZZZZ.jpg
392,399144137,Tom Clancy,economics,1998,Putnam Publishing Group,Rainbow Six,http://images.amazon.com/images/P/0399144137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399144137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399144137.01.LZZZZZZZ.jpg
393,399146431,Amy Tan,economics,2001,Putnam Publishing Group,The Bonesetter's Daughter,http://images.amazon.com/images/P/0399146431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.LZZZZZZZ.jpg
394,399141146,Amy Tan,economics,1995,Putnam Pub Group,The Hundred Secret Senses,http://images.amazon.com/images/P/0399141146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399141146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399141146.01.LZZZZZZZ.jpg
395,375706771,Chris Bohjalian,economics,1998,Vintage,Midwives: A Novel,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
396,452260116,Toni Morrison,economics,1987,Plume Books,Song of Solomon (Oprah's Book Club (Paperback)),http://images.amazon.com/images/P/0452260116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg
397,812533550,Orson Scott Card,economics,1986,Tor Books,Ender's Game (Ender Wiggins Saga (Paperback)),http://images.amazon.com/images/P/0812533550.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812533550.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812533550.01.LZZZZZZZ.jpg
398,399138749,Dean R. Koontz,economics,1993,Putnam Pub Group,Mr. Murder,http://images.amazon.com/images/P/0399138749.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138749.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138749.01.LZZZZZZZ.jpg
399,60987561,Wally Lamb,economics,1999,Regan Books,I Know This Much Is True,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg
400,312265867,Janet Evanovich,economics,2003,St. Martin's Press,To the Nines: A Stephanie Plum Novel,http://images.amazon.com/images/P/0312265867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg
401,446603309,Sandra Brown,economics,1996,Warner Books,The Witness,http://images.amazon.com/images/P/0446603309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.LZZZZZZZ.jpg
402,786881852,Richard Carlson,economics,1997,Hyperion,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
403,345413873,JONATHAN KELLERMAN,economics,2000,Ballantine Books,Monster : A Novel (Alex Delaware Novels (Paperback)),http://images.amazon.com/images/P/0345413873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg
